0,1,2,3,4,5
0.08960344443833002,0.25344239185892103,0.6897725538464993,0.307637841107543,0.7636376695009387,0.7147706115252668
0.8453515123153382,0.3811948372046714,0.8345858523000409,0.5651230628843312,0.2745140209754723,0.2166750923616293
0.225535649217951,0.9971682194537966,0.07023669267783339,0.3403512038661608,0.35287316282549996,0.8575871120411585
0.5830179273114251,0.8327604592286242,0.9302840615991632,0.8389574594545515,0.7431096519015826,0.25127929514751135
0.9298199693869905,0.9991304953007228,0.5637380676746384,0.04027692347405942,0.9313409366994138,0.8257344566862777
0.5587748317066219,0.9709743746871755,0.7292573043445734,0.10495647049103451,0.6238061196902279,0.31390241920586703
0.53829482014408,0.6914963243459441,0.12432063701037122,0.22807276950236155,0.6008442674132605,0.8408136114585446
0.18382213744196751,0.25304419846906867,0.7671375892344686,0.13208342631671177,0.49562999851621403,0.7872030901896345
0.1372220261003878,0.24605636383841234,0.20579414709686816,0.4066068848386456,0.46574486265340487,0.745431582857683
0.43699039058541267,0.47630021255464283,0.13230647946416263,0.5591732344126582,0.8299091023106614,0.8284998905090357
0.36147290253926,0.8793906784477687,0.3346897022158023,0.8227324410038674,0.7880847803331101,0.020069789179488318
0.22226523777954332,0.40938618798696647,0.8728005504144531,0.9982437059808239,0.8685616391152838,0.6144331896483413
0.08676331582897745,0.7278819903520116,0.12342155535653898,0.9915687426606742,0.18882092518599713,0.06916454759159951
0.365469258221654,0.4155976908229563,0.9761305597210439,0.7863838377758432,0.1572179718095904,0.25941225186980554
0.6094371237692333,0.29918921221284933,0.9559951210781953,0.1549530132858442,0.7455311985719213,0.9925335098646652
0.23571620760403567,0.20886519248313573,0.10069377000203994,0.6117954568029639,0.7988826785891243,0.19203076603659686
0.8345801815938999,0.2304850267204992,0.09808958881467289,0.9606159806626654,0.586942685965351,0.3388381895339264
0.9762177757196077,0.9426329966296126,0.6587184938822604,0.3787103721006285,0.037838813654315295,0.16118535921289756
0.4485801005483723,0.7578142404588196,0.12308193733181105,0.4245459586861914,0.5496352968040376,0.26973440420577754
0.37919268094181635,0.024283392161528305,0.9173715715115598,0.9115415157904564,0.6818296596432164,0.3171023501345782
