0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.9540204274421181,0.501979385758224,0.6708760907339945,0.6882699634650196,0.36527921655152684,0.8112547923752036,0.5115930972882121,0.6252974067966677,0.06453275119278723,0.9077623010220885,0.5840289854985806,0.2377401278713165,0.7621246562354553,0.8734428742434767,0.25773688016876406,0.8249759569917838,0.24154786440674159,0.5504952532595969,0.3876043060144032,0.17056823915983266
0.935212284686653,0.21752083509231324,0.3910180739173992,0.6860284005763532,0.15594548123102858,0.5766864227752784,0.8053967603672527,0.10240151331996228,0.9683738431615698,0.5523875048923385,0.20515054706908598,0.16743676555403386,0.3528172804335723,0.9647887270734329,0.09667462351162814,0.03521252822073695,0.648052089794536,0.9457135040411949,0.45846183250421657,0.3932761070676679
0.4030531826862751,0.10821658592266603,0.8616761786061446,0.2858464587206059,0.002864069146640169,0.7779506611641616,0.014147854498288814,0.15169940578077168,0.6523822404617087,0.11781973308760774,0.9713201446664419,0.8954428722056609,0.17294103537535888,0.2548097844962097,0.6981168617318457,0.07161440466550761,0.8884324628194634,0.8257232961136991,0.17287258228444868,0.132271025854655
0.19822158903177078,0.029597526864847845,0.6043019229547735,0.5208444643650209,0.6654507832627569,0.8363542528471334,0.3465402513044761,0.297390022138903,0.32215433667748417,0.30318627660779485,0.3940309235189441,0.3787453293656895,0.04930625162388469,0.10247900523988529,0.9972376775368897,0.3802622739880628,0.548460132780974,0.8537537374642309,0.5545584526227179,0.2552291208851719
0.20986221095359603,0.6101967820581147,0.08741963439718947,0.18646907015845604,0.5296676371572604,0.23661893703515047,0.15973710040474665,0.4923480019879769,0.8473945967385625,0.5643021763763629,0.8776188774962286,0.8471940685904168,0.07841296991372038,0.6772461349782727,0.5059869817697394,0.12521227826390702,0.19389625175595104,0.9908477277596823,0.048531630491769895,0.8683977222567486
0.35322191640276845,0.7029684278031816,0.3206536231571856,0.45529622589409446,0.03101380149166333,0.30952263025696425,0.3854880952889709,0.5811650624355901,0.9615671847649069,0.25087035486351505,0.9780043084025186,0.783546000036122,0.0654134481197769,0.3607077540678396,0.19086445751902692,0.733441989372423,0.6501228417716262,0.039273420065677134,0.6086600606717067,0.19504294446828452
0.863405476643883,0.4868188227689729,0.8526889707378732,0.8001404428778487,0.0678975919036332,0.4899724012097687,0.6584949342292181,0.46563476688778593,0.8037374884271887,0.6921719033727778,0.1260781482429414,0.1303076072148197,0.23275381130522643,0.327199686981301,0.5833387368927605,0.21260897127019796,0.12350827214657223,0.25512824683621527,0.06848606639624055,0.871970829269492
0.2793213640015444,0.9221748949323932,0.42095571597308035,0.8429112470598671,0.6208575521252004,0.4740464592336143,0.10852698288972795,0.17608916964506638,0.3591373880274841,0.5332234741426233,0.5078813952419013,0.6661528729595673,0.19518297343535118,0.9156821234213363,0.48655830874718387,0.04499932075487123,0.8349365580024511,0.6154780643574737,0.8754693649907714,0.34756771067937464
0.6117443899607268,0.1341746818543592,0.010639554438670595,0.032152684551235766,0.7658800832406382,0.9696151679068618,0.8912210712110856,0.3907599962335522,0.8067105277660085,0.1748684338858968,0.48302464253541066,0.4903262408083445,0.42989110806828423,0.22618865232292795,0.5252444769016748,0.3118209644971477,0.06253356587568426,0.7341759019409871,0.6684501869264006,0.021196611006923383
0.4979893756297432,0.09774144726673661,0.8984774767362076,0.5501321433996053,0.6138172599933026,0.9733361710575326,0.8280138224949102,0.5048270209046307,0.999499699504763,0.13350264656396227,0.08777304816724518,0.7647863367569828,0.9200738331918193,0.9928368618222491,0.870984020431491,0.7446589683209192,0.37435531888274676,0.5537759946103314,0.11696671804515058,0.40139050809724797
0.6345407155540965,0.9610382787723872,0.16462810200763234,0.21342183098521816,0.3229661227752043,0.8087029134500227,0.06160420759870766,0.2147500834768853,0.9376999007233133,0.7001873202956178,0.2437514642867169,0.9210015125924232,0.6554561443371557,0.21212771054605306,0.6719652179774073,0.2994974301535118,0.6236860832701914,0.1736232979714465,0.9636135813850363,0.5429357512590729
0.9456335189230495,0.7410918907314431,0.3006466372828053,0.1097612354457389,0.9105895585739033,0.24512597092265975,0.3424860889425456,0.9550473959552053,0.576544019224813,0.09451462273809697,0.05514051676388998,0.2725956447535882,0.9178956658549743,0.42785893750960424,0.032023232463709084,0.878124733912073,0.9287303717412115,0.34392410087447245,0.5956701256638086,0.954052782327385
0.00036707092074361736,0.49886087268758583,0.7176966900505701,0.18951538355027586,0.7009010648984145,0.2029838811191068,0.9736061433271112,0.8380059821808191,0.2761243493107153,0.2664727764591096,0.9432746117498738,0.17767752751919164,0.9998106651920426,0.5057981139442342,0.18867657019747142,0.5751512721526931,0.3128119059279313,0.22708296772671732,0.43843571343668364,0.5494133339954793
0.6608518580888623,0.6332815778868826,0.13987288158877664,0.4035347050399175,0.2811217253163525,0.7644941215266616,0.2877762874728085,0.5165838382595416,0.21690240012563688,0.4563598640368318,0.981388970560876,0.4322100985877081,0.4087717092481272,0.17036462700377553,0.4203677943190314,0.952732752087082,0.994977537346565,0.8340489670805387,0.8322521366632215,0.7307636063685511
0.47996526264631434,0.7439411979129408,0.17397866546962792,0.42008106735614725,0.8497213382960854,0.31950836759967227,0.8426898040033584,0.7499234544903384,0.08358929891418798,0.6616850056234455,0.8173549465886901,0.8334077503353688,0.5302664830790617,0.4398661970661173,0.45188183264704174,0.6273317292840578,0.9575693022198658,0.6469554144213079,0.37866063812103,0.8608133316961527
0.7763655085542915,0.023868367163060733,0.6616716315031812,0.41584811457268767,0.7038194233291953,0.5585369391213315,0.6973271457483288,0.7009362508372523,0.9577994740553006,0.455897730752437,0.23451430658241357,0.2947618037106543,0.06689779602577861,0.9614309166030878,0.6477504671190651,0.18576563541500235,0.6138080405837174,0.9887785469177922,0.0974606574883421,0.08015173463839576
0.8391017180072814,0.5318906507929991,0.02541606526653395,0.6492720223127881,0.7156248552776012,0.5360676574417657,0.5343058181438803,0.15299505824857496,0.35625051593438617,0.38023977225583483,0.9669344521780964,0.46579113010705697,0.9630309532808358,0.560953707444098,0.6507312751381906,0.6725525198552275,0.9579984835427805,0.2614936978398257,0.9626782625075367,0.1651187540625526
0.918631692207353,0.972926965127289,0.33391633333880066,0.5980131358211342,0.16776370133954033,0.5166923612435456,0.5125456644281189,0.33858023883194177,0.2626375604031105,0.8918613298400699,0.5905590746975786,0.5780545492110123,0.2007057593376257,0.613274136462252,0.44255813511946174,0.9655437383929057,0.286733877039006,0.0016455141779191385,0.7613054261057611,0.43972305297302183
0.8562089198734265,0.0025522982504845304,0.7709996613924808,0.847868549738064,0.7698077013058104,0.2363993599137475,0.22491116382282783,0.3726239984854758,0.5051682012570424,0.1612610706216968,0.6583793778706987,0.40877450053051234,0.3424191419372985,0.017553895663123154,0.1832304212262883,0.7914779565257604,0.10331511221810397,0.6700262569992191,0.5250673888726534,0.9873348626543049
0.7123370057936568,0.6937539055516806,0.16606124349898577,0.7414682414747751,0.3722087258084391,0.009799105420135068,0.948903418091219,0.572585290021434,0.4931758204279072,0.5867926806765347,0.5392704354336205,0.07273306021008064,0.9006833420913177,0.7598040523112337,0.2103595885045062,0.7333557102808148,0.7095572553302889,0.4906478477484596,0.527226926888993,0.4021485649427534
